Model_Variant,Seed,PrePIMS_RMSE,OfflinePIMS_RMSE,CausalPIMS_RMSE,CausalPIMS_MAE,CausalPIMS_R2,QGWO_Obj,Param_base_alpha,Param_lgbm_max_depth,Param_lgbm_learning_rate,Param_lgbm_reg_lambda,Param_et_depth,Param_et_leaf,Param_lambda_ET,Param_lambda_LGBM,Param_lambda_Huber,Param_lambda_KAN
QPEAK_Final_ET_LGBM_Huber_PhysicsKAN_CausalPIMS,42,1.8509821929292007,1.8479887108853204,1.961695759803238,1.3207725508533799,0.9999629537631373,9.037933325443664,10.169635335112485,5,0.009,22.0,8,9,0.35,0.29174234562951784,0.0975240556311936,0.9025802470923553
QPEAK_Final_ET_LGBM_Huber_PhysicsKAN_CausalPIMS,43,4.165200641622708,4.1644594781263535,3.3180450610494643,2.296576143217657,0.9998934481691336,8.817209277025945,10.178606023320462,5,0.009,22.0,8,9,0.3217420580997551,0.07065841651236848,0.12949448696218788,1.0666605895143981
QPEAK_Final_ET_LGBM_Huber_PhysicsKAN_CausalPIMS,44,5.374018574777477,5.372485084614999,4.3176582547383875,3.4083623306201454,0.9998191748216918,8.311349297489631,13.89786427732934,5,0.009,22.0,8,9,0.2959643754413288,0.1309110523462402,0.12108927967150555,0.883134268770475
QPEAK_Final_ET_LGBM_Huber_PhysicsKAN_CausalPIMS,45,2.0692268382580012,2.0663581031030227,1.1723049919605828,0.9821076410768561,0.9999867138258408,8.822286679986435,10.0,5,0.009,22.0,8,9,0.17998256532298,0.16977539373680806,0.11569838654782076,0.889516660400894
QPEAK_Final_ET_LGBM_Huber_PhysicsKAN_CausalPIMS,46,2.861689832087091,2.858754309552066,1.9078010240541237,1.626062051525217,0.9999648492290941,9.349967970586022,10.0,5,0.009,22.0,8,9,0.1189051970246749,0.0336531909266267,0.05801743847224646,0.8893865844510233
