Baseline_RMSE,ResidualEnsemble_RMSE,QGWO_GatedResidual_RMSE,QGWO_GatedResidual_PhysicsKAN_RMSE,QPEAK_Final_CausalPIMS_RMSE,Seed
3.5087553842036328,3.2425996315078067,1.8479887108853204,1.8479887108853204,1.8410738419521446,42
4.522170270288301,4.302313388450205,4.1644594781263535,4.1644594781263535,4.161433000047905,43
5.757721787168674,5.523105137839744,5.372485084614999,5.372485084614999,5.365287814916467,44
3.0622082292769583,2.612287129397617,2.0663581031030227,2.0663581031030227,2.055836755358051,45
3.0746795416237243,2.799007954358868,2.858754309552066,2.858754309552066,2.8472644820780126,46
