Model_Variant,Experiment,Test_RMSE_Mean,Test_RMSE_Std,Test_RMSE_Median,Test_RMSE_Min,Test_RMSE_Max,Test_MAE_Mean,Test_MAE_Std,Test_MAE_Median,Test_MAE_Min,Test_MAE_Max,Test_MSE_Mean,Test_MSE_Std,Test_MSE_Median,Test_MSE_Min,Test_MSE_Max,Test_R2_Mean,Test_R2_Std,Test_R2_Median,Test_R2_Min,Test_R2_Max
QPEAK_Final_ET_LGBM_Huber_PhysicsKAN_CausalPIMS,FiveSeed_PrePIMS,3.2642236159348954,1.3304357507727294,2.861689832087091,1.8509821929292007,5.374018574777477,2.806581173393684,1.1022967560926156,2.5387622417414435,1.5749911576318056,4.6629557704224815,12.42521510176128,9.594254519966661,8.189268695070643,3.4261350785409928,28.88007564205334,0.9998796995105674,9.312481261702417e-05,0.9999209114123903,0.9997198693048157,0.999967017370684
QPEAK_Final_ET_LGBM_Huber_PhysicsKAN_CausalPIMS,FiveSeed_OfflinePIMS,3.262009137256352,1.3311780466826377,2.858754309552066,1.8479887108853204,5.372485084614999,2.805939495415432,1.1024540354396934,2.537911100425357,1.5743942974590672,4.662665534526232,12.412738603513734,9.593542855847856,8.172476202382509,3.4150622755595883,28.86359598441063,0.9998798201235652,9.311762167208729e-05,0.9999210735873754,0.9997200291540491,0.9999671239660599
QPEAK_Final_ET_LGBM_Huber_PhysicsKAN_CausalPIMS,FiveSeed_CausalPIMS,2.5355010183211593,1.1287181010256522,1.961695759803238,1.1723049919605828,4.3176582547383875,1.926776143458651,0.8581279122065198,1.626062051525217,0.9821076410768561,3.4083623306201454,7.702769965490591,6.356411801580572,3.848250254030004,1.3742989941757022,18.642172804710537,0.9999254279617796,6.169378596608314e-05,0.9999629537631373,0.9998191748216918,0.9999867138258408
QPEAK_Final_ET_LGBM_Huber_PhysicsKAN_CausalPIMS,LOBO_PrePIMS,4.855635233842363,6.168511195671145,2.5445938796679473,2.018068189436069,26.28262850205091,4.715810567326033,6.178584648092966,2.4139759296470213,1.8789184024796162,26.140629130519564,61.62772389525161,175.18796327668466,6.477446926206535,4.0725992172137735,690.7765609768187,0.9994270815600171,0.0016102003085920723,0.9999374532015768,0.9936473462582762,0.99996064195341
QPEAK_Final_ET_LGBM_Huber_PhysicsKAN_CausalPIMS,LOBO_OfflinePIMS,4.848729721487892,6.1707053340381695,2.539621752552149,2.0113676230881037,26.281212368674943,4.713368961283069,6.179495672307694,2.413316838048405,1.877750386036631,26.140595467904063,61.58778423156715,175.17898225635258,6.452188012783969,4.045599715207088,690.7021235673927,0.9994274645922235,0.0016101225905491147,0.999937697122764,0.9936480308140563,0.9999609028795657
QPEAK_Final_ET_LGBM_Huber_PhysicsKAN_CausalPIMS,LOBO_CausalPIMS,4.345805242239117,6.3873619713019405,1.761225631197238,1.0192153326307642,26.469218158306244,4.224414015142039,6.394831650319752,1.6245657757830947,0.8666440832126716,26.32819949178478,59.684416155907215,178.21496356602486,3.1205782334308885,1.0387998942696393,700.619509912009,0.9994464107189678,0.0016381275910166652,0.9999698769523884,0.9935568266171722,0.9999899609236127
